상품주문번호,주문번호,결제일,주문상태,상품명,옵션정보,수량,상품가격,옵션가격,판매가,구매자명,배송지,결제수단
20260411-0001955,20260411-0001955,2026-04-11 10:50:19,결제완료,외모지상주의 티셔츠,색상/타입:S,1,32000,0,32000,구매자8200,대전광역시,신용카드
20260411-0001956,20260411-0001956,2026-04-11 11:13:13,취소,가비지타임 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자7525,대구광역시,신용카드
20260411-0001957,20260411-0001957,2026-04-11 19:42:29,취소,마루는 강쥐 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자5536,대구광역시,네이버페이
20260411-0001958,20260411-0001958,2026-04-11 12:52:04,배송완료,마루는 강쥐 파우치,색상/타입:네이비,1,22000,0,22000,구매자1435,전라북도,신용카드
20260411-0001959,20260411-0001959,2026-04-11 12:56:31,발송준비,가비지타임 키링,색상/타입:핑크,1,12000,0,12000,구매자2779,충청남도,신용카드
20260411-0001960,20260411-0001960,2026-04-11 13:46:53,배송완료,가비지타임 스티커팩,색상/타입:기본,1,6500,0,6500,구매자9042,경상남도,신용카드
20260411-0001961,20260411-0001961,2026-04-11 15:52:07,배송완료,마루는 강쥐 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자4660,충청남도,신용카드
20260411-0001962,20260411-0001962,2026-04-11 13:47:14,배송완료,가비지타임 키링,색상/타입:블루,1,12000,0,12000,구매자9194,경기도,휴대폰
20260411-0001963,20260411-0001963,2026-04-11 18:09:31,배송완료,가비지타임 머그컵,색상/타입:블랙,2,18000,0,36000,구매자4186,경기도,네이버페이
20260411-0001964,20260411-0001964,2026-04-11 15:48:00,배송완료,가비지타임 봉제 인형,색상/타입:M,1,39000,0,39000,구매자2499,대구광역시,신용카드
20260411-0001965,20260411-0001965,2026-04-11 12:53:50,취소,마루는 강쥐 파우치,색상/타입:베이지,1,22000,0,22000,구매자7402,전라북도,신용카드
20260411-0001966,20260411-0001966,2026-04-11 18:18:02,배송완료,신의 탑 키링,색상/타입:블루,1,12000,0,12000,구매자5148,경기도,네이버페이
20260411-0001967,20260411-0001967,2026-04-11 11:06:26,배송완료,가비지타임 파우치,색상/타입:베이지,1,22000,0,22000,구매자7203,서울특별시,신용카드
20260411-0001968,20260411-0001968,2026-04-11 22:14:53,결제완료,마루는 강쥐 봉제 인형,색상/타입:M,1,45000,0,45000,구매자8432,충청남도,네이버페이
20260411-0001969,20260411-0001969,2026-04-11 17:47:36,배송완료,마루는 강쥐 파우치,색상/타입:베이지,1,22000,0,22000,구매자8627,전라북도,신용카드
20260411-0001970,20260411-0001970,2026-04-11 21:14:10,배송완료,가비지타임 봉제 인형,색상/타입:S,1,39000,0,39000,구매자4318,인천광역시,네이버페이
20260411-0001971,20260411-0001971,2026-04-11 21:06:56,배송완료,냐한 남자 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자3969,전라북도,네이버페이
20260411-0001972,20260411-0001972,2026-04-11 10:40:40,배송완료,신의 탑 스티커팩,색상/타입:시즌2,5,6500,0,32500,구매자9329,경기도,휴대폰
20260411-0001973,20260411-0001973,2026-04-11 20:03:31,취소,냐한 남자 봉제 인형,색상/타입:S,1,39000,0,39000,구매자1375,대전광역시,네이버페이
20260411-0001974,20260411-0001974,2026-04-11 22:29:57,배송완료,마루는 강쥐 키링,색상/타입:블루,1,13500,0,13500,구매자3898,광주광역시,계좌이체
20260411-0001975,20260411-0001975,2026-04-11 13:02:59,배송완료,외모지상주의 티셔츠,색상/타입:XL,2,32000,0,64000,구매자3631,경기도,신용카드
20260411-0001976,20260411-0001976,2026-04-11 11:42:51,배송완료,가비지타임 차량용 방향제,색상/타입:시트러스,2,14000,0,28000,구매자7793,대전광역시,네이버페이
20260411-0001977,20260411-0001977,2026-04-11 11:10:10,결제완료,신의 탑 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자3942,대전광역시,신용카드
20260411-0001978,20260411-0001978,2026-04-11 15:46:52,배송완료,외모지상주의 파우치,색상/타입:베이지,2,22000,0,44000,구매자4077,경기도,네이버페이
20260411-0001979,20260411-0001979,2026-04-11 13:49:19,발송준비,냐한 남자 키링,색상/타입:옐로우,1,12000,0,12000,구매자5769,대구광역시,네이버페이
20260411-0001980,20260411-0001980,2026-04-11 11:56:38,발송준비,신의 탑 2026 다이어리,색상/타입:데일리,2,19000,0,38000,구매자2456,충청남도,네이버페이
20260411-0001981,20260411-0001981,2026-04-11 21:27:44,배송완료,외모지상주의 키링,색상/타입:핑크,2,12000,0,24000,구매자4353,경상남도,네이버페이
20260411-0001982,20260411-0001982,2026-04-11 08:18:31,배송완료,마루는 강쥐 키링,색상/타입:그린,2,13500,0,27000,구매자5887,대전광역시,신용카드
20260411-0001983,20260411-0001983,2026-04-11 16:39:08,배송중,냐한 남자 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자9803,충청남도,네이버페이
20260411-0001984,20260411-0001984,2026-04-11 19:06:19,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자2224,광주광역시,신용카드
20260411-0001985,20260411-0001985,2026-04-11 10:02:46,배송완료,마루는 강쥐 키링,색상/타입:그린,2,13500,0,27000,구매자9685,서울특별시,네이버페이
20260411-0001986,20260411-0001986,2026-04-11 11:37:33,배송중,외모지상주의 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자1333,광주광역시,계좌이체
20260411-0001987,20260411-0001987,2026-04-11 09:43:46,배송중,냐한 남자 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자8087,충청남도,계좌이체
20260411-0001988,20260411-0001988,2026-04-11 08:28:30,배송완료,외모지상주의 티셔츠,색상/타입:L,1,32000,0,32000,구매자5801,대전광역시,네이버페이
20260411-0001989,20260411-0001989,2026-04-11 19:31:32,배송완료,냐한 남자 티셔츠,색상/타입:M,1,32000,0,32000,구매자2706,경상남도,네이버페이
20260411-0001990,20260411-0001990,2026-04-11 20:10:30,배송완료,냐한 남자 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자2074,대구광역시,네이버페이
20260411-0001991,20260411-0001991,2026-04-11 20:10:20,배송완료,냐한 남자 스티커팩,색상/타입:레어,1,6500,0,6500,구매자1450,전라북도,신용카드
20260411-0001992,20260411-0001992,2026-04-11 22:26:15,배송완료,냐한 남자 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자4227,인천광역시,신용카드
20260411-0001993,20260411-0001993,2026-04-11 12:42:23,취소,마루는 강쥐 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자6018,서울특별시,신용카드
20260411-0001994,20260411-0001994,2026-04-11 15:49:15,배송완료,가비지타임 봉제 인형,색상/타입:S,1,39000,0,39000,구매자1548,부산광역시,신용카드
20260411-0001995,20260411-0001995,2026-04-11 11:11:07,배송완료,마루는 강쥐 키링,색상/타입:블루,1,13500,0,13500,구매자8831,충청남도,네이버페이
20260411-0001996,20260411-0001996,2026-04-11 12:45:10,배송완료,냐한 남자 키링,색상/타입:블루,1,12000,0,12000,구매자2429,광주광역시,네이버페이
20260411-0001997,20260411-0001997,2026-04-11 12:15:37,배송완료,냐한 남자 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자1888,서울특별시,네이버페이
20260411-0001998,20260411-0001998,2026-04-11 06:59:40,취소,마루는 강쥐 키링,색상/타입:퍼플,1,13500,0,13500,구매자6606,경상남도,네이버페이
20260411-0001999,20260411-0001999,2026-04-11 21:09:20,배송완료,마루는 강쥐 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자6921,부산광역시,네이버페이
20260411-0002000,20260411-0002000,2026-04-11 17:43:21,결제완료,냐한 남자 머그컵,색상/타입:블랙,1,18000,0,18000,구매자9653,경상남도,네이버페이
20260411-0002001,20260411-0002001,2026-04-11 22:47:18,배송완료,마루는 강쥐 티셔츠,색상/타입:M,1,32000,0,32000,구매자2490,서울특별시,신용카드
20260411-0002002,20260411-0002002,2026-04-11 21:35:14,배송완료,마루는 강쥐 파우치,색상/타입:네이비,1,22000,0,22000,구매자5609,서울특별시,신용카드
20260411-0002003,20260411-0002003,2026-04-11 11:30:44,배송완료,외모지상주의 봉제 인형,색상/타입:S,2,39000,0,78000,구매자2126,대전광역시,네이버페이
20260411-0002004,20260411-0002004,2026-04-11 15:19:29,배송완료,신의 탑 키링,색상/타입:퍼플,2,12000,0,24000,구매자4497,대전광역시,계좌이체
20260411-0002005,20260411-0002005,2026-04-11 08:29:40,배송완료,가비지타임 키링,색상/타입:블루,2,12000,0,24000,구매자6681,부산광역시,네이버페이
20260411-0002006,20260411-0002006,2026-04-11 17:05:03,배송완료,마루는 강쥐 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자7607,대전광역시,신용카드
20260411-0002007,20260411-0002007,2026-04-11 07:22:43,배송완료,마루는 강쥐 티셔츠,색상/타입:S,2,32000,0,64000,구매자6563,인천광역시,네이버페이
20260411-0002008,20260411-0002008,2026-04-11 15:41:04,배송완료,마루는 강쥐 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자9843,충청남도,네이버페이
20260411-0002009,20260411-0002009,2026-04-11 15:31:53,취소,마루는 강쥐 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자8798,경기도,네이버페이
20260411-0002010,20260411-0002010,2026-04-11 16:10:43,배송완료,마루는 강쥐 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자6030,대전광역시,신용카드
20260411-0002011,20260411-0002011,2026-04-11 07:50:22,배송중,냐한 남자 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자8262,부산광역시,휴대폰
20260411-0002012,20260411-0002012,2026-04-11 01:30:03,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:A타입,1,15000,0,15000,구매자5578,부산광역시,신용카드
20260411-0002013,20260411-0002013,2026-04-11 16:39:57,배송완료,마루는 강쥐 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자6083,경상남도,신용카드
20260411-0002014,20260411-0002014,2026-04-11 11:41:01,배송완료,외모지상주의 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자6962,광주광역시,네이버페이
20260411-0002015,20260411-0002015,2026-04-11 12:33:08,취소,신의 탑 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자4421,대구광역시,신용카드
20260411-0002016,20260411-0002016,2026-04-11 10:38:22,배송완료,외모지상주의 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자4580,인천광역시,네이버페이
20260411-0002017,20260411-0002017,2026-04-11 15:08:54,배송완료,마루는 강쥐 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자3108,대구광역시,신용카드
20260411-0002018,20260411-0002018,2026-04-11 14:52:30,배송완료,가비지타임 포토카드 세트,색상/타입:2탄,2,9800,0,19600,구매자4045,대구광역시,네이버페이
20260411-0002019,20260411-0002019,2026-04-11 17:56:55,배송완료,신의 탑 키링,색상/타입:그린,1,12000,0,12000,구매자3465,부산광역시,신용카드
20260411-0002020,20260411-0002020,2026-04-11 20:59:30,배송중,가비지타임 아크릴 스탠드,색상/타입:C타입,3,15000,0,45000,구매자1072,경기도,계좌이체
20260411-0002021,20260411-0002021,2026-04-11 17:02:29,취소,냐한 남자 스티커팩,색상/타입:레어,1,6500,0,6500,구매자2801,광주광역시,네이버페이
20260411-0002022,20260411-0002022,2026-04-11 17:37:24,배송완료,신의 탑 키링,색상/타입:그린,1,12000,0,12000,구매자9911,인천광역시,계좌이체
20260411-0002023,20260411-0002023,2026-04-11 12:22:20,배송완료,마루는 강쥐 봉제 인형,색상/타입:M,1,45000,0,45000,구매자3441,광주광역시,계좌이체
20260411-0002024,20260411-0002024,2026-04-11 17:14:03,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자3241,부산광역시,휴대폰
20260411-0002025,20260411-0002025,2026-04-11 15:18:15,배송완료,가비지타임 머그컵,색상/타입:블랙,3,18000,0,54000,구매자9838,전라북도,신용카드
20260411-0002026,20260411-0002026,2026-04-11 22:01:08,취소,가비지타임 2026 다이어리,색상/타입:데일리,2,19000,0,38000,구매자4901,인천광역시,네이버페이
20260411-0002027,20260411-0002027,2026-04-11 09:31:56,배송완료,마루는 강쥐 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자1984,경상남도,네이버페이
20260411-0002028,20260411-0002028,2026-04-11 10:23:26,배송중,가비지타임 머그컵,색상/타입:블랙,1,18000,0,18000,구매자1488,대구광역시,네이버페이
20260411-0002029,20260411-0002029,2026-04-11 21:31:36,배송완료,마루는 강쥐 티셔츠,색상/타입:M,1,32000,0,32000,구매자7497,서울특별시,네이버페이
20260411-0002030,20260411-0002030,2026-04-11 01:43:49,배송완료,가비지타임 머그컵,색상/타입:화이트,2,18000,0,36000,구매자1421,충청남도,네이버페이
20260411-0002031,20260411-0002031,2026-04-11 18:28:53,배송완료,마루는 강쥐 봉제 인형,색상/타입:M,2,45000,0,90000,구매자3413,대구광역시,계좌이체
20260411-0002032,20260411-0002032,2026-04-11 20:09:03,배송완료,가비지타임 아크릴 스탠드,색상/타입:B타입,5,15000,0,75000,구매자7023,전라북도,네이버페이
20260412-0002033,20260412-0002033,2026-04-12 20:26:48,배송중,마루는 강쥐 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자7675,대구광역시,계좌이체
20260412-0002034,20260412-0002034,2026-04-12 17:45:38,배송중,마루는 강쥐 티셔츠,색상/타입:L,1,32000,0,32000,구매자8897,경상남도,네이버페이
20260412-0002035,20260412-0002035,2026-04-12 10:02:05,배송완료,외모지상주의 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자1558,광주광역시,네이버페이
20260412-0002036,20260412-0002036,2026-04-12 16:56:50,발송준비,마루는 강쥐 파우치,색상/타입:핑크,1,22000,0,22000,구매자6595,인천광역시,휴대폰
20260412-0002037,20260412-0002037,2026-04-12 09:36:00,배송완료,신의 탑 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자8321,대전광역시,네이버페이
20260412-0002038,20260412-0002038,2026-04-12 12:30:35,배송완료,가비지타임 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자8098,서울특별시,네이버페이
20260412-0002039,20260412-0002039,2026-04-12 16:35:15,배송완료,마루는 강쥐 파우치,색상/타입:베이지,1,22000,0,22000,구매자8486,인천광역시,신용카드
20260412-0002040,20260412-0002040,2026-04-12 10:33:35,결제완료,마루는 강쥐 스티커팩,색상/타입:시즌2,3,6500,0,19500,구매자9302,광주광역시,네이버페이
20260412-0002041,20260412-0002041,2026-04-12 19:06:34,결제완료,마루는 강쥐 키링,색상/타입:블루,1,13500,0,13500,구매자7109,경기도,신용카드
20260412-0002042,20260412-0002042,2026-04-12 13:06:13,배송중,냐한 남자 스티커팩,색상/타입:기본,5,6500,0,32500,구매자8506,경기도,계좌이체
20260412-0002043,20260412-0002043,2026-04-12 23:46:10,배송완료,마루는 강쥐 키링,색상/타입:핑크,1,13500,0,13500,구매자4624,대구광역시,계좌이체
20260412-0002044,20260412-0002044,2026-04-12 14:37:28,배송완료,마루는 강쥐 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자1516,서울특별시,휴대폰
20260412-0002045,20260412-0002045,2026-04-12 18:04:37,배송완료,마루는 강쥐 봉제 인형,색상/타입:M,5,45000,0,225000,구매자4681,광주광역시,네이버페이
